rev_bucket,N,mean_same,mean_next,median_same,median_next,pct_pos_same,pct_pos_next
down_big(≤-50K),9,0.0037368091336504403,-0.003416956020301844,0.0011653076217996,-0.0040771096603611,66.66666666666666,33.33333333333333
small(>-50K & <+50K),59,-0.0033028627557959316,0.0020630041030995677,-0.0008486078669789,0.0004139091597847,47.45762711864407,54.23728813559322
up_big(≥+50K),15,0.002910747348894351,-0.00107896488572228,3.4625157933065864e-05,0.0,53.333333333333336,40.0
